	id_l	id_r	id_l count	l_org_name	l_city	l_state	l_postal_code	l_domain	l_clean_phone	r_org_name	r_city	r_state	r_postal_code	r_domain	r_clean_phone	jaro_score	fuzz_partial_score	fuzz_sort_score	fuzz_set_score	uniq	state_match	zip_match	domain_match	phone_match	overall_name_score	composite_match_score	is_match
4475274	100817	8833	4	"Qiagen, Inc."	Germantown	md	20874-1415	qiagen.com		National Federation of Indian American Associations	Germantown	md	20874	nfia.net	3019723944	0.430672269	0.42	0.23	0.23	0	1	1	0	0	0.983004202	2.983004202	0
1169393	100787	1029	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Automotive Leasing Association	Alexandria	va	22314	aalafleet.com	7035480777	0.470655271	0.28	0.28	0.28	0	1	1	0	0	0.982991453	2.982991453	0
1301591	100787	34056	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Moving and Storage Association	Alexandria	va	22314-4578	moving.org	7036837410	0.470655271	0.28	0.28	0.28	0	1	1	0	0	0.982991453	2.982991453	0
1274402	100787	29440	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Credit Union Administration	Alexandria	va	22314-3428	ncua.gov	7035186330	0.430555556	0.28	0.3	0.3	0	1	1	0	0	0.982916667	2.982916667	0
1512754	100787	9335	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"National Trade Productions, Inc."	Alexandria	va	22314	ntpshow.com	7036838500	0.530408249	0.28	0.25	0.25	0	1	1	0	0	0.982806187	2.982806187	0
4243911	100752	45466	3	Oregon Association of Conservation Districts	Salem	or	97309	oacd.org	5035669157	Oregon Board of Pharmacy	Portland	or	97232-2162	oregon.gov	9716730001	0.639408794	0.54	0.41	0.55	0.25211151	1	0	0	0	1.982723861	2.982723861	0
4457084	100785	23541	3	Partsmaster	Irving	tx	75062	partsmaster.com	8003360450	Sunbelt Motivation & Travel	Irving	tx	75062	spearone.com	9726616000	0.479910213	0.27	0.28	0.28	0	1	1	0	0	0.98243266	2.98243266	0
4137677	1006	33224	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Townships Association	Lansing	mi	48917	michigantownships.org	5173216467	0.661944444	0.52	0.47	0.58	0.205478379	1	0	0	0	1.982175902	2.982175902	0
1263677	100787	27637	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Association of Church Personnel Administrators	Alexandria	va	22314	nacpa.org	5715516064	0.489393939	0.28	0.27	0.27	0	1	1	0	0	0.982045455	2.982045455	0
4443505	100762	31953	3	Oregon-Idaho United Methodist Church	Portland	or	97201	umoi.org	5032267931	Oregon Health Authority	Salem	or	97301	oregon.gov	5039472340	0.67935842	0.48	0.47	0.51	0.251477076	1	0	0	0	1.981734429	2.981734429	0
3381427	100776	16469	5	Parkinson Study Group	Rochester	ny	14642	parkinson-study-group.org		University of Rochester School of Medicine and Dentistry	Rochester	ny	14642	urmc.rochester.edu	5852754539	0.488858364	0.29	0.26	0.27	0	1	1	0	0	0.981643773	2.981643773	0
3654871	100763	50804	6	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	Oklahoma Beef Council	Oklahoma City	ok	73120	oklabeef.org	4058403777	0.678968254	0.57	0.39	0.55	0.226496592	1	0	0	0	1.981471079	2.981471079	0
1496721	100787	8913	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Head Start Association	Alexandria	va	22314	nhsa.org	7037390875	0.448626045	0.28	0.29	0.29	0	1	1	0	0	0.981469534	2.981469534	0
3638429	100764	43424	4	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Primary Care Association	Oklahoma City	ok	73116	okpca.org	4054242282	0.673951049	0.52	0.54	0.54	0.18397023	1	0	0	0	1.981418632	2.981418632	0
1459894	100787	6512	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	International Sleep Products Association	Alexandria	va	22314-1917	sleepproducts.org	7036838371	0.468518519	0.22	0.31	0.31	0	1	1	0	0	0.981388889	2.981388889	0
1365457	100787	41777	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Georgia Association for Marriage and Family Therapy	Alexandria	va	22314-3061	gamft.org	7038389808	0.45741731	0.33	0.26	0.26	0	1	1	0	0	0.980562983	2.980562983	0
4226224	100804	17902	3	Precision Castparts Corp	Portland	or	97239	precast.com	5039464800	CRAFT ORGANIZATION DEVELOPMENT ASSOCIATION	PORTLAND	or	97239	WWW.CODACRAFT.ORG	5032232654	0.337301587	0.13	0.42	0.42	0	1	1	0	0	0.98047619	2.98047619	0
4444757	100752	39360	3	Oregon Association of Conservation Districts	Salem	or	97309	oacd.org	5035669157	Oregon Business Industry	Salem	or	97301-4030	oregonbusinessindustry.com	5035880050	0.627104377	0.46	0.5	0.5	0.276503626	1	0	0	0	1.980083721	2.980083721	0
3640662	100763	44594	4	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	Oklahoma Wholesale Marketers Association	Norman	ok	73070	owmanet.org	4058127667	0.692857143	0.5	0.53	0.53	0.193579734	1	0	0	0	1.980012458	2.980012458	0
4133803	1006	27071	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Government Finance Officers Association	Traverse City	mi	49684	migfoa.org	2319470882	0.679801587	0.52	0.36	0.52	0.280093951	1	0	0	0	1.979992116	2.979992116	0
4146751	1006	40521	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Association of Health Plans	Lansing	mi	48933-1114	mahp.org	5173713181	0.665925926	0.48	0.39	0.52	0.291875484	1	0	0	0	1.97975767	2.97975767	0
2146454	100786	47590	3	Patient Centered Outcomes Research Inst	Washington	dc	20036	pcori.org	2028277700	SmithBucklin -DC	Washington	dc	20036	sba.com	2023671100	0.396138584	0.31	0.3	0.3	0	1	1	0	0	0.979603938	2.979603938	0
1515567	100787	945	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Association for Marriage and Family Therapy	Alexandria	va	22314-3061	aamft.org	7038389808	0.456034706	0.33	0.26	0.26	0	1	1	0	0	0.97952603	2.97952603	0
1373217	100787	43443	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Association of Pool and Spa Professionals - Region 9	Alexandria	va	22314-4695	apspregion9.org	7038380083	0.456034706	0.33	0.26	0.26	0	1	1	0	0	0.97952603	2.97952603	0
1244655	100787	2264	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Association of Clinical Research Professionals	Alexandria	va	22314	acrpnet.org	7032548100	0.475845411	0.33	0.25	0.25	0	1	1	0	0	0.979384058	2.979384058	0
1226319	100787	18211	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	International Digital Enterprise Association - Idealliance	Alexandria	va	22314-2862	idealliance.org	7038371070	0.485632184	0.28	0.27	0.27	0	1	1	0	0	0.979224138	2.979224138	0
1388634	100787	46223	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Association of Consulting Foresters of America	Alexandria	va	22314	acf-foresters.org	7035480990	0.46523203	0.33	0.25	0.26	0	1	1	0	0	0.978924023	2.978924023	0
3615692	100767	34696	4	Oklahoma Coaches Association	Oklahoma City	ok	73139	okcoachesassn.com	4056359300	Oklahoma Wesleyan University	Bartlesville	ok	74006	okwu.edu	9183356219	0.823809524	0.54	0.32	0.54	0.207173016	1	0	0	0	1.978616666	2.978616666	0
3656321	100763	51453	4	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	"Oklahoma Association of Public Treasurers, United States & Canada"	Weatherford	ok	73096	omctfoa.com	5807744578	0.683182504	0.55	0.49	0.51	0.202101317	1	0	0	0	1.978038853	2.978038853	0
1281622	100787	30920	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Association of Port Authorities	Alexandria	va	22314-3589	aapa-ports.org	7036845700	0.463888889	0.28	0.28	0.28	0	1	1	0	0	0.977916667	2.977916667	0
2485199	100794	1633	5	PlanIt Now	Rockville	md	20852	planitnow.com	3019073373	American Society for Biochemistry and Molecular Biology	Rockville	md	20852-3110	asbmb.org	2402836600	0.463636364	0.4	0.22	0.22	0	1	1	0	0	0.977727273	2.977727273	0
1308016	100787	35458	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"Smith Fairfield, Inc."	Alexandria	va	22314	smithfairfield.com	7036845100	0.483465608	0.28	0.27	0.27	0	1	1	0	0	0.977599206	2.977599206	0
4133901	1006	27132	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Brewers Guild	Lansing	mi	48933	mibeer.com	5173275004	0.693939394	0.59	0.34	0.6	0.206348197	1	0	0	0	1.977476842	2.977476842	0
3284466	100749	16693	8	Oxford House World Services	Silver Spring	md	20910	oxfordhouse.org	3015872916	"D&R International, Ltd."	Silver Spring	md	20910	drintl.com	3015889387	0.423040794	0.22	0.33	0.33	0	1	1	0	0	0.977280596	2.977280596	0
4473458	100817	18519	3	"Qiagen, Inc."	Germantown	md	20874-1415	qiagen.com		Convention Strategy Group	Germantown	md	20875	conventionstrategy.com	3016567521	0.472222222	0.25	0.29	0.29	0	1	1	0	0	0.976666667	2.976666667	0
4050885	100768	30009	3	PEO Sisterhood Mississippi	Waveland	ms	39576	peomississippi.org		Society of Mississippi Archivists	Clinton	ms	39058	msarchivists.org	6019741083	0.671828172	0.62	0.58	0.59	0.086500179	1	0	0	0	1.976121397	2.976121397	0
3295522	100763	40587	8	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	Community Bankers Association of Oklahoma	Oklahoma City	ok	73131	cba-ok.org	4055244122	0.6514518	0.35	0.49	0.57	0.286560654	1	0	0	0	1.975929832	2.975929832	0
1302658	100787	34296	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"Aim Meetings And Events, Inc."	Alexandria	va	22314	aimmeetings.com	7035499500	0.40056559	0.28	0.31	0.31	0	1	1	0	0	0.975424193	2.975424193	0
4043431	100768	27122	3	PEO Sisterhood Mississippi	Waveland	ms	39576	peomississippi.org		Women''s Fund of Mississippi	Jackson	ms	39216-4241	omensfoundationms.org	6013263001	0.648758649	0.54	0.6	0.6	0.122310366	1	0	0	0	1.975034535	2.975034535	0
1473097	100787	7887	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"National Stone, Sand, and Gravel Association"	Alexandria	va	22314	nssga.org	7035258788	0.42003367	0.28	0.3	0.3	0	1	1	0	0	0.975025253	2.975025253	0
1349391	100787	38874	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Naval Submarine League	Alexandria	va	22314	navalsubleague.org	7032560891	0.519360269	0.28	0.25	0.25	0	1	1	0	0	0.974520202	2.974520202	0
1424453	100787	50394	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Alliance for Infusion Therapy	Alexandria	va	22314	nhia.org	7035493740	0.467836257	0.33	0.25	0.25	0	1	1	0	0	0.973377193	2.973377193	0
3641063	100765	44785	6	Oklahoma Historical Society	Oklahoma City	ok	73105	okhistory.org	4055212491	Art Therapy Association of Oklahoma	Oklahoma City	ok	73140	arttherapyassociationofoklahoma.org	5802842907	0.597354497	0.33	0.52	0.55	0.316904764	1	0	0	0	1.973373019	2.973373019	0
4455776	100769	6855	4	Pershing Rifles Group	Sanford	nc	27330	theprgroup.org	5313332525	Jaguar Club of North America	Sanford	nc	27330	jcna.com	5084482566	0.477777778	0.24	0.29	0.29	0	1	1	0	0	0.973333333	2.973333333	0
3637337	100767	43002	6	Oklahoma Coaches Association	Oklahoma City	ok	73139	okcoachesassn.com	4056359300	AGC of Oklahoma - Building Chapter	Oklahoma City	ok	73103-2213	agcok.com	4055284605	0.575941488	0.47	0.6	0.6	0.192514654	1	0	0	0	1.973228096	2.973228096	0
1483571	100787	8267	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Association of Police Organizations 	Alexandria	va	22314-3501	napo.org	7035490775	0.497306397	0.28	0.26	0.26	0	1	1	0	0	0.972979798	2.972979798	0
1197016	100787	14785	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Home Infusion Association	Alexandria	va	22314	nhia.org	7035493740	0.477124183	0.28	0.27	0.27	0	1	1	0	0	0.972843137	2.972843137	0
3654143	100764	50730	4	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Cable and Telecommunications Association	Oklahoma City	ok	73114	okcta.org	4058438855	0.820119048	0.46	0.49	0.49	0.185125489	1	0	0	0	1.972777519	2.972777519	0
3603917	100767	14446	5	Oklahoma Coaches Association	Oklahoma City	ok	73139	okcoachesassn.com	4056359300	1ST BT 7TH MARINES KOREA COMPANY A	OKLAHOMA CITY	ok	73139		4056327351	0.336834734	0.18	0.39	0.39	0	1	1	0	0	0.97262605	2.97262605	0
4158064	1006	41874	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Council of Teachers of English	Midland	mi	48640	mymcte.org	2486515590	0.69014245	0.48	0.44	0.49	0.264704634	1	0	0	0	1.972163788	2.972163788	0
1220689	100787	17892	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Common Ground Alliance	Alexandria	va	22314	commongroundalliance.com	7038361709	0.426166426	0.17	0.35	0.35	0	1	1	0	0	0.97212482	2.97212482	0
1401464	100787	48088	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Aerospace States Association	Alexandria	va	22314	aerostates.org	7034026384	0.496031746	0.28	0.26	0.26	0	1	1	0	0	0.97202381	2.97202381	0
1277471	100787	29891	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Association of Baccalaureate Social Work Program Directors	Alexandria	va	22314-3457	bpdonline.org	7035192045	0.485632184	0.33	0.24	0.24	0	1	1	0	0	0.971724138	2.971724138	0
3655234	100764	50820	4	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Pork Council	Oklahoma City	ok	73104	okpork.org	4052323781	0.635912698	0.57	0.46	0.55	0.206266018	1	0	0	0	1.971333551	2.971333551	0
1457078	100787	6466	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	International Public Management Association for Human Resources	Alexandria	va	22314	ipma-hr.org	7035497100	0.514652015	0.28	0.25	0.25	0	1	1	0	0	0.970989011	2.970989011	0
1387703	100787	46209	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Association for the Study of Liver Diseases	Alexandria	va	22314	aasld.org	7032999766	0.493589744	0.28	0.26	0.26	0	1	1	0	0	0.970192308	2.970192308	0
1214824	100787	1691	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Society for Horticultural Science	Alexandria	va	22314	ashs.org	7038364606	0.472823473	0.28	0.27	0.27	0	1	1	0	0	0.969617605	2.969617605	0
3643294	100763	47730	4	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	Oklahoma Regional Volleyball Association	Edmond	ok	73013	okrva.com		0.69691358	0.53	0.48	0.5	0.20951192	1	0	0	0	1.969453065	2.969453065	0
4478296	100818	45489	3	"Rohde & Schwarz, Inc."	Columbia	md	21046	rohde-schwarz.com	4109107800	Softball Factory	Columbia	md	21046	softballfactory.com	4107155080	0.442460317	0.25	0.3	0.3	0	1	1	0	0	0.969345238	2.969345238	0
1264629	100787	27862	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	APPA (Formerly Assn of Physical Plant Administrators)	Alexandria	va	22314	appa.org	7036841446	0.492138365	0.28	0.26	0.26	0	1	1	0	0	0.969103774	2.969103774	0
4477086	100818	27701	3	"Rohde & Schwarz, Inc."	Columbia	md	21046	rohde-schwarz.com	4109107800	Go Forward Media	Columbia	md	21046	goforwardmedia.com	2406677754	0.501984127	0.31	0.24	0.24	0	1	1	0	0	0.968988095	2.968988095	0
1173273	100787	10678	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"Registry of Interpreters for the Deaf, Inc."	Alexandria	va	22314	rid.org	7038380030	0.470793203	0.28	0.27	0.27	0	1	1	0	0	0.968094903	2.968094903	0
4204764	100818	50373	3	"Rohde & Schwarz, Inc."	Columbia	md	21046	rohde-schwarz.com	4109107800	Maryland Credit Union League	Columbia	md	21046	mddccua.org	4102906858	0.430555556	0.24	0.31	0.31	0	1	1	0	0	0.967916667	2.967916667	0
3612389	100767	30676	6	Oklahoma Coaches Association	Oklahoma City	ok	73139	okcoachesassn.com	4056359300	Federal Aviation Administration (Oklahoma)	Oklahoma City	ok	73169	faa.gov	4059543766	0.542328042	0.39	0.59	0.59	0.255540512	1	0	0	0	1.9675568	2.9675568	0
4162141	1006	42888	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Christmas Tree Association	Durand	mi	48429-0252	mcta.org	5175459971	0.697443609	0.52	0.4	0.53	0.237520292	1	0	0	0	1.966863145	2.966863145	0
4162705	1006	43010	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Oil and Gas Association	Lansing	mi	48893	michiganoilandgas.org	5174871092	0.6925	0.48	0.35	0.53	0.284934688	1	0	0	0	1.966777032	2.966777032	0
4454579	100754	32277	5	Novartis Pharmaceuticals Canada Inc.	Dorval	qc	H9S 1A9	pharma.novartis.com	5146316775	Novartis Corporation	East Hanover	nj	7936	pharma.us.novartis.com	8627788300	0.677777778	0.65	0.47	0.57	0.793922632	0	0	0	0	2.966717282	2.966717282	0
1206387	100787	15813	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Vacation.com	Alexandria	va	22314	vacation.com	8008430733	0.498148148	0.25	0.27	0.27	0	1	1	0	0	0.966111111	2.966111111	0
3862021	100762	48423	3	Oregon-Idaho United Methodist Church	Portland	or	97201	umoi.org	5032267931	Oregon Community Foundation	Portland	or	97205	oregoncf.org	5039442111	0.611111111	0.52	0.44	0.51	0.270184143	1	0	0	0	1.966109548	2.966109548	0
1493851	100787	8701	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Council for Interior Design Qualifications	Alexandria	va	22314	cidq.org	2027210220	0.487720341	0.28	0.26	0.26	0	1	1	0	0	0.965790255	2.965790255	0
3645517	100764	48320	3	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Hospice and Palliative Care Association	Edmond	ok	73013	okhospice.org	4055138602	0.843468468	0.46	0.52	0.52	0.138737487	1	0	0	0	1.965707582	2.965707582	0
1444881	100787	5528	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Health Industry Distributors Association	Alexandria	va	22314-1516	hida.org	7035494432	0.507491582	0.22	0.28	0.28	0	1	1	0	0	0.965618687	2.965618687	0
4166756	1006	44192	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	ARVC Michigan	Lansing	mi	48933	michcampgrounds.com	9896192608	0.535954416	0.62	0.42	0.76	0.142433792	1	0	0	0	1.965616499	2.965616499	0
1347512	100787	3864	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Club Managers Association of America	Alexandria	va	22314	cmaa.org	7037399500	0.487373737	0.28	0.26	0.26	0	1	1	0	0	0.965530303	2.965530303	0
4441702	100760	19955	3	Oregon Moose Association	Bend	or	97701-5427	oregonmooseassociation.net		Oregon State Marine Board	Salem	or	97301	oregon.gov	5033788587	0.652777778	0.5	0.49	0.57	0.203304405	1	0	0	0	1.96453994	2.96453994	0
4147549	1006	40530	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Academy of Nutrition and Dietetics	St. Clair Shores	mi	48080	eatrightmich.org	5867747447	0.696758952	0.56	0.38	0.53	0.226309132	1	0	0	0	1.964532911	2.964532911	0
3234363	100815	35686	3	Regus	Addison	tx	75001	regus.com		Sage Quick Technologies	Addison	tx	75001	sageworld.com	2146316000	0.465700483	0.4	0.21	0.21	0	1	1	0	0	0.964275362	2.964275362	0
3656688	100764	51533	4	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Child Care Association	Oklahoma City	ok	73101	oklahomachildcareassociation.com		0.690894679	0.48	0.48	0.53	0.218849653	1	0	0	0	1.963945488	2.963945488	0
4155302	1006	41570	3	Michigan State University	Washington	dc	20003	msu.edu	5173551855	Michigan State Grange	Durand	mi	48429	michiganstategrange.org	9892884546	0.90431746	0.81	0.61	0.8	0.413737742	0	0	0	0	2.963844708	2.963844708	0
4172176	1006	51575	4	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Chapter of the Society of Government Meeting Professionals	Lansing	mi	48917	misgmp.org		0.667471339	0.56	0.37	0.48	0.27043881	1	0	0	0	1.96376172	2.96376172	0
1257518	100787	25490	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Ambulatory Surgery Center Association	Alexandria	va	22314	ascassociation.org	7038368808	0.484620985	0.22	0.29	0.29	0	1	1	0	0	0.963465738	2.963465738	0
4168805	1006	44777	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Association of School Social Workers	Canton	mi	48188	masswmi.site-ym.com	7342183702	0.632592593	0.48	0.43	0.49	0.292424896	1	0	0	0	1.963081789	2.963081789	0
1471232	100787	7773	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	The Myositis Association	Alexandria	va	22314	myositis.org	7035532632	0.524074074	0.28	0.24	0.24	0	1	1	0	0	0.963055556	2.963055556	0
4455731	100769	4731	4	Pershing Rifles Group	Sanford	nc	27330	theprgroup.org	5313332525	Elementary School Heads Association	Sanford	nc	27330	elementaryschoolheads.org	3012751387	0.453968254	0.33	0.25	0.25	0	1	1	0	0	0.96297619	2.96297619	0
1276285	100787	29552	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Textile Rental Services Association of America	Alexandria	va	22314	trsa.org	7035190029	0.503623188	0.28	0.25	0.25	0	1	1	0	0	0.962717391	2.962717391	0
1186726	100787	13712	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Volunteers of America	Alexandria	va	22314	voa.org	7033415000	0.483465608	0.28	0.26	0.26	0	1	1	0	0	0.962599206	2.962599206	0
4453967	100750	44468	4	Origami Owl	Chandler	az	85226	origamiowl.com		Arizona Healthcare Human Resources Association	Chandler	az	85226-3222	ahhra.org	4808936110	0.50307422	0.36	0.21	0.21	0	1	1	0	0	0.962305665	2.962305665	0
3645154	100763	48319	6	Oklahoma Academy of Physician Assistants	Oklahoma City	ok	73101	okpa.org	4052363161	Oklahoma Hemophilia Foundation	Oklahoma City	ok	73116	okhemophilia.org	4058311657	0.693599034	0.57	0.43	0.57	0.175905098	1	0	0	0	1.961556922	2.961556922	0
1500588	100787	9097	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Foundation for Women Legislators	Alexandria	va	22314	omenlegislators.org	7035187931	0.462059621	0.28	0.27	0.27	0	1	1	0	0	0.961544715	2.961544715	0
2530589	100794	6793	5	PlanIt Now	Rockville	md	20852	planitnow.com	3019073373	Indian Health Service	Rockville	md	20852	ihs.gov	3014436394	0.461904762	0.3	0.26	0.26	0	1	1	0	0	0.961428571	2.961428571	0
3632537	100764	41521	4	Oklahoma Division of Student Assistance Programs	Durant	ok	74701	odsa.org	5807452268	Oklahoma Safety Council	Oklahoma City	ok	73108	oksafety.org	4058488626	0.652920798	0.48	0.45	0.52	0.255992501	1	0	0	0	1.961179351	2.961179351	0
4139532	1006	39247	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Aerospace Manufacturers Association	Sterling Heights	mi	48312	michman.org	7344785533	0.668181818	0.52	0.35	0.49	0.292883265	1	0	0	0	1.960461262	2.960461262	0
1334287	100787	37032	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Direct Marketing Association Nonprofit Federation	Alexandria	va	22314	nonprofitfederation.org	2029555030	0.460351817	0.28	0.27	0.27	0	1	1	0	0	0.960263863	2.960263863	0
1325795	100787	36895	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	National Association of Postal Supervisors	Alexandria	va	22314-2753	naps.org	7038369660	0.46031746	0.28	0.27	0.27	0	1	1	0	0	0.960238095	2.960238095	0
1394773	100787	47187	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	American Association of Airport Executives	Alexandria	va	22314	aaae.org	7038240500	0.46031746	0.28	0.27	0.27	0	1	1	0	0	0.960238095	2.960238095	0
4452048	100752	50838	3	Oregon Association of Conservation Districts	Salem	or	97309	oacd.org	5035669157	Oregon Refuse and Recycling Association	Salem	or	97308-2186	orra.net	5035881837	0.697445275	0.46	0.53	0.63	0.148091879	1	0	0	0	1.960221774	2.960221774	0
1420692	100787	49980	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Community Anti-Drug Coalitions of America	Alexandria	va	22314	cadca.org	7037060560	0.379855465	0.28	0.31	0.31	0	1	1	0	0	0.959891599	2.959891599	0
1228440	100787	18466	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Community Anti Drug Coalitions of America	Alexandria	va	22314	cadca.org	7037060560	0.379855465	0.28	0.31	0.31	0	1	1	0	0	0.959891599	2.959891599	0
1295388	100787	32858	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Council on Social Work Education	Alexandria	va	22314-3457	cswe.org	7036838080	0.439814815	0.28	0.28	0.28	0	1	1	0	0	0.959861111	2.959861111	0
3634357	100765	42118	6	Oklahoma Historical Society	Oklahoma City	ok	73105	okhistory.org	4055212491	National Guard Association of Oklahoma	Oklahoma City	ok	73111	ngaok.org	4054635580	0.546783626	0.33	0.49	0.55	0.347990822	1	0	0	0	1.959573953	2.959573953	0
4143598	1006	39676	3	Michigan State University	East Lansing	mi	48824-1046	msu.edu	5173551855	Michigan Assisted Living Association	Livonia	mi	48154	miassistedliving.org		0.665925926	0.6	0.3	0.56	0.243011934	1	0	0	0	1.958962346	2.958962346	0
3982849	100796	47710	3	"Prestige Events, LLC"	Chesapeake	va	23320	prestigeeventsva.com	7576797301	"INIT, Innovations in Transportation"	Chesapeake	va	23320	initusa.com	7574135019	0.428571429	0.25	0.3	0.3	0	1	1	0	0	0.958928571	2.958928571	0
78	1000	10227	4	Miami University of Ohio	Oxford	oh	45056	muohio.edu	5135291809	Phi Kappa Tau	Oxford	oh	45056	phikappatau.org	5135234193	0.408119658	0.23	0.32	0.32	0	1	1	0	0	0.958589744	2.958589744	0
1338039	100787	37501	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	North American Insulation Manufacturers Association	Alexandria	va	22314	insulationinstitute.org	7036840084	0.487720341	0.33	0.23	0.23	0	1	1	0	0	0.958290255	2.958290255	0
1311951	100787	35813	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	"National Mentoring Partnership, Inc."	Alexandria	va	22314	mentoring.org	7032242200	0.487373737	0.33	0.23	0.23	0	1	1	0	0	0.958030303	2.958030303	0
1463635	100787	6907	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Jobs for America''s Graduates Inc	Alexandria	va	22314-2720	jag.org	7036849479	0.437289562	0.28	0.28	0.28	0	1	1	0	0	0.957967172	2.957967172	0
1201704	100787	15425	3	Phase 2 Technology	Alexandria	va	22314	phase2technology.com	7035486050	Community Health Charities	Alexandria	va	22314	healthcharities.org	7035281007	0.467236467	0.17	0.32	0.32	0	1	1	0	0	0.95792735	2.95792735	0
