Source	CompanyID	Cup Org ID	Name	Address Line 1	City	State	Zip Code	Zip Code 5 Numeric	CompanyType	WebSite	MemberType	#ASAEMembers	Industry	Budget	EIN	#Staff
"IndividualMember, Not OrgMember"	100054118	60552	UTAH Highway Patrol Association	PO BOX 571466	Salt Lake City	UT	84157	84157	Professional Association	www.utahtrooper.com	Non Member - Company Prospect	1		U - Unknown	870414687	3
"IndividualMember, Not OrgMember"	1105300	55192	Florida Association of School Administrators	206 B South Monroe St	Tallahassee	FL	32301	32301	Professional Association	www.fasa.net	Non Member - Company Prospect	1	EDU  - Education	D - $1 million but less than $5 million	591558806	6
"IndividualMember, Not OrgMember"	6251700	22915	Air Force Association 	1501 Lee Hwy 4th Floor	Arlington	VA	22209-1198	22209	Professional Association	www.afa.org	Non Member - Company Prospect	1	MIL  - Military and Firearms	F - $10 million but less than $25 million	526043929	72
"IndividualMember, Not OrgMember"	319300	#N/A	Houston Association of Realtors	3693 Southwest Frwy	Houston	TX	77027-7500	77027	Professional Association	www.har.com	Non Member - Company Prospect	2	REA  - Real Estate	D - $1 million but less than $5 million	740695440	28
"IndividualMember, Not OrgMember"	100039980	57489	Inland Press Association	701 Lee St #925	Des Plaines	IL	60016	60016	Professional Association	www.inlandpress.org	Non Member - Company Prospect	1	COM  - Communications	A - Less than $100 thousand	361262612	8
"IndividualMember, Not OrgMember"	100079827	51285	Institute of Packaging Professionals	One Parkview Plaza #800	Oakbrook Terrace	IL	60181	60181	Combined Trade & Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	6291700	54121	American Law Institute 	4025 Chestnut St	Philadelphia	PA	19104-3099	19104	Professional Association	www.ali.org	Non Member - Company Prospect	1	LEG  - Legal/Law Enforcement	F - $10 million but less than $25 million	231352013	93
"IndividualMember, Not OrgMember"	544500	#N/A	New Mexico Pharmaceutical Association 	2716 San Pedro NE #C	Albuquerque	NM	87110	87110	Combined Trade & Professional Association	www.nm-pharmacy.com	Non Member - Company Prospect	1	PHR  - Pharmacy/Pharmaceutical	B - $100 thousand but less than $500 thousand	311800178	2
"IndividualMember, Not OrgMember"	254800	55189	Florida Association of Insurance Agents	3159 Shamrock S	Tallahassee	FL	32308	32308	Professional Association		Non Member - Company Prospect	2	INS  - Insurance Industry	E - $5 million but less than $10 million	590247064	34
"IndividualMember, Not OrgMember"	100064293	#N/A	Energistics Consortium Inc	5615 KIRBY DR STE 720	HOUSTON	TX	77005-2465	77005	Trade Association	www.energistics.org	Non Member - Company Prospect	1		U - Unknown	760325340	7
"IndividualMember, Not OrgMember"	100080832	20745	LeadingAge	2519 Connecticut Avenue NW	Washington	DC	20008	20008	Trade Association	www.leadingage.org	Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	698100	93399	Tau Kappa Epsilon International Fraternity	7439 Woodland Drive #100	Indianapolis	IN	46278-1940	46278	Professional Association	www.tke.org	Non Member - Company Prospect	1	CLU  - Clubs/Fraternal Organizations	D - $1 million but less than $5 million	300174261	30
"IndividualMember, Not OrgMember"	100014700	93249	Storage Networking Industry Association	4360 ArrowsWest Dr	Colorado Springs	CO	80907	80907	Combined Trade & Professional Association	www.snia.org	Non Member - Company Prospect	1		O - No Response	770473194	21
"IndividualMember, Not OrgMember"	801900	20797	Printing Industries of America	301 Brush Creek Road	Warrendale	PA	15086	15086	Trade Association	www.printing.org	Non Member - Company Prospect	2	GRA  - Graphic Arts	O - No Response	530159450	70
"IndividualMember, Not OrgMember"	308200	#N/A	Home Builders Association of Metropolitan Portland	15555 Southwest Bangy Rd #301	Lake Oswego	OR	97035-3297	97035	Trade Association	www.hbapdx.org	Non Member - Company Prospect	2	CNT  - Construction/Contractors	E - $5 million but less than $10 million	930256955	20
"IndividualMember, Not OrgMember"	701300	56025	Tennessee Medical Association 	2301 21st Ave South	Nashville	TN	37212-0909	37212	Professional Association	www.medwire.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	620382010	22
"IndividualMember, Not OrgMember"	99200	50040	AOAC International 	2275 Research Blvd #300	Rockville	MD	20850	20850	Professional Association	www.aoac.org	Non Member - Company Prospect	3	SCI  - Science and Humanities	E - $5 million but less than $10 million	530029357	35
"IndividualMember, Not OrgMember"	422600	#N/A	Mechanical Contractors Association of America Inc Cleveland Chapter	30 Construction Centre	Cleveland	OH	44131-1842	44131	Trade Association		Non Member - Company Prospect	1	CNT  - Construction/Contractors	B - $100 thousand but less than $500 thousand	340815799	3
"IndividualMember, Not OrgMember"	8717200	#N/A	Girl Scouts of North East Ohio	One Girl Scout Way	Macedonia	OH	44056-2156	44056	Philanthropic/Non-Profit/Charitable/Foundation Org	www.gsneo.org	Non Member - Company Prospect	1	YOU  - Youth Organization	A - Less than $100 thousand	340726094	242
"IndividualMember, Not OrgMember"	6665400	4576	American College of Sports Medicine	401 West Michigan St	Indianapolis	IN	46202-3233	46202	Professional Association	www.acsm.org	Non Member - Company Prospect	4	MED  - Medical/Medical Specialty	E - $5 million but less than $10 million	236390952	35
"IndividualMember, Not OrgMember"	100040800	#N/A	Association Options	295 Seven Farms Drive	Charleston	SC	29492	29492	AMC (Association Management Company)	www.associationoptions.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	B - $100 thousand but less than $500 thousand	46-1721531	4
"IndividualMember, Not OrgMember"	46184500	88742	JBS and Associates 	954 LaMirada St	Laguna Beach	CA	92651-3751	92651	AMC (Association Management Company)	www.jbsassociates.ws	Non Member - Company Prospect	1	AMC  - Association Management Companies	B - $100 thousand but less than $500 thousand		3
"IndividualMember, Not OrgMember"	60000357	#N/A	Association of Development Financing Institutions in Asia and the Pacific	2F Skyland Plaza Sen Puyat Ave	"Makati City, Metro Manila"		1200	1200	Trade Association	www.adfiap.org	Non Member - Company Prospect	1	BNK  - Bankers/Banking	C - $500 thousand but less than $1 million		10
"IndividualMember, Not OrgMember"	6161000	50886	United Methodist Association of Health and Welfare Ministries	20030 Century Boulevard	Germantown	MD	20874	20874	Combined Trade & Professional Association	www.ouruma.org	Non Member - Company Prospect	1	REL  - Religion	C - $500 thousand but less than $1 million	363169273	5
"IndividualMember, Not OrgMember"	100080417	#N/A	Diplomacy Center Foundation	"1990 K Street, NW"	Washington	DC	20006	20006	Philanthropic/Non-Profit/Charitable/Foundation Org		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	130900	61686	Beer Industry of Florida Inc	"110 S. Monroe St, Suite B"	Tallahassee	FL	32301	32301	Trade Association	www.floridabeer.org	Non Member - Company Prospect	1	BEV  - Beverage	B - $100 thousand but less than $500 thousand	591287809	3
"IndividualMember, Not OrgMember"	28329700	63914	Connecticut Music Educators Association	PO Box 174	Cromwell	CT	6416	6416	Professional Association	www.ctmea.org	Non Member - Company Prospect	1	MUS  - Music	A - Less than $100 thousand	523240000	1
"IndividualMember, Not OrgMember"	100009376	64079	Illinois Section American Water Works Association	545 S Randall Rd	Saint Charles	IL	60174-1533	60174	Trade Association	www.isawwa.org	Non Member - Company Prospect	1	ENV  - Environment	O - No Response	237026152	4
"IndividualMember, Not OrgMember"	6739800	#N/A	VFW Auxiliary	406 West 34th St 10th Floor	Kansas City	MO	64111	64111	Professional Association	www.vfwauxiliary.org	Non Member - Company Prospect	1	VTR  - Veterans	E - $5 million but less than $10 million	440319970	25
"IndividualMember, Not OrgMember"	100020439	#N/A	Washington Indian Gaming Association	1110 Capitol Wayy South #404	Olympia	WA	98501	98501	Trade Association		Non Member - Company Prospect	1		U - Unknown	912013217	3
"IndividualMember, Not OrgMember"	100000973	27409	Innovative Management Concepts	3606 Southeast 151st Ct	Vancouver	WA	98683	98683	AMC (Association Management Company)	www.imc360.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	D - $1 million but less than $5 million		2
"IndividualMember, Not OrgMember"	100071403	#N/A	Elevate Management Company	6600 City West Parkway	Eden Prairie	MN	55344	55344	AMC (Association Management Company)	www.elevateamc.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		9
"IndividualMember, Not OrgMember"	16429500	54879	Louisiana State Bar Association	601 St Charles Ave	New Orleans	LA	70130-3404	70130	Professional Association		Non Member - Company Prospect	1	BAR  - Bar Association	D - $1 million but less than $5 million	726000727	21
"IndividualMember, Not OrgMember"	12356300	21564	Armenian Assembly of America 	1334 G St NW #200	Washington	DC	20036	20036	Philanthropic/Non-Profit/Charitable/Foundation Org	www.aaainc.org	Non Member - Company Prospect	1	CUL  - Culture	D - $1 million but less than $5 million	521614093	11
"IndividualMember, Not OrgMember"	100057550	65134	Louisiana Association of Nurse Practitioners	PO Box 1359	Thibodaux	LA	70302	70302	Professional Association		Non Member - Company Prospect	1		U - Unknown	582044965	0
"IndividualMember, Not OrgMember"	100081217	36123	Ohio State Medical Association	5115 Parkcenter Avenue	Dublin	OH	43017	43017	Professional Association	www.osma.org	Non Member - Company Prospect	1		U - Unknown		30
"IndividualMember, Not OrgMember"	459600	#N/A	Montana Credit Union League	101 North Rodney	Helena	MT	59601	59601	Trade Association	www.mcun.org	Non Member - Company Prospect	1	CRD  - Credit Union/League/Mgmt.	C - $500 thousand but less than $1 million	810240316	11
"IndividualMember, Not OrgMember"	42100	22126	American Gas Association 	400 North Capitol St NW	Washington	DC	20001	20001	Trade Association	www.aga.org	Non Member - Company Prospect	6	FUE  - Fuel and Energy	G - $25 million but less than $50 million	130431590	90
"IndividualMember, Not OrgMember"	100080674	#N/A	The International Sous Vide Association	PO Box 65309	Baltimore	MD	21209	21209	Professional Association	www.theisva.org	Non Member - Company Prospect	1	FOO - Food	U - Unknown		2
"IndividualMember, Not OrgMember"	514700	20765	National Institute of Building Sciences	1090 Vermont Ave NW #700	Washington	DC	20005-4905	20005	Combined Trade & Professional Association	www.nibs.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	F - $10 million but less than $25 million	521107937	35
"IndividualMember, Not OrgMember"	32264500	53341	ABSA International	1200 Allanson Rd	Mundelein	IL	60060-3808	60060	Professional Association	www.absa.org	Non Member - Company Prospect	2	SAF  - Safety	B - $100 thousand but less than $500 thousand	742480319	9
"IndividualMember, Not OrgMember"	119901	5020	Associated Wire Rope Fabricators 	28175 Haggerty Road	Novi	MI	48377	48377	Trade Association	www.awrf.org	Non Member - Company Prospect	2	MAF  - Manufacturers	B - $100 thousand but less than $500 thousand	741878195	2
"IndividualMember, Not OrgMember"	14979800	98684	Public Welfare Foundation 	1200 U St NW	Washington	DC	20009-4443	20009	Philanthropic/Non-Profit/Charitable/Foundation Org	www.publicwelfare.org	Non Member - Company Prospect	1	CHA  - Charities	A - Less than $100 thousand	540597601	18
"IndividualMember, Not OrgMember"	100081760	86387	Computer Science Teachers Association	332 S. Michigan Ave	Chicago	IL	60604	60604	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	100081079	#N/A	The Maryland Multi-Housing Association	11155 Dolfield Blvd	Owings Mills	MD	21117	21117	Trade Association	www.mmhaonline.org	Non Member - Company Prospect	1	REA  - Real Estate	U - Unknown		7
"IndividualMember, Not OrgMember"	17419700	42709	American College of Medical Genetics and Genomics	7101 Wisconsin Ave. Suite 1101	Bethesda	MD	20814	20814	Professional Association	www.acmg.net	Non Member - Company Prospect	2	MED  - Medical/Medical Specialty	E - $5 million but less than $10 million	521774227	4
"IndividualMember, Not OrgMember"	246600	42547	Experimental Aircraft Association 	3000 Poberezny Rd	Oshkosh	WI	54902	54902	Trade Association	www.eaa.org	Non Member - Company Prospect	1	AER  - Aeronautics	E - $5 million but less than $10 million	390917537	200
"IndividualMember, Not OrgMember"	101800	21067	Association of Schools and Programs of Public Health	1900 M Sreet NW	Washington	DC	20036	20036	Trade Association	www.asph.org	Non Member - Company Prospect	2	EDU  - Education	F - $10 million but less than $25 million	453220718	28
"IndividualMember, Not OrgMember"	100034913	67735	North American Association of Central Cancer Registries	2121 West White Oaks Dr	Springfield	IL	62704-6495	62704	Professional Association		Non Member - Company Prospect	1	HEA  - Health Care	U - Unknown	770324654	8
"IndividualMember, Not OrgMember"	44932200	64170	Illinois Arborist Association	PO Box 860	Antioch	IL	60002	60002	Combined Trade & Professional Association	www.Illinoisarborist.org	Non Member - Company Prospect	1	ENV  - Environment	A - Less than $100 thousand	363239876	3
"IndividualMember, Not OrgMember"	6633400	50731	Mathematical Association of America	1529 18th St NW	Washington	DC	20036-1358	20036	Professional Association	www.maa.org	Non Member - Company Prospect	3	EDU  - Education	E - $5 million but less than $10 million	160743079	30
"IndividualMember, Not OrgMember"	24570800	69562	Professional Association of Therapeutic Horsemanship International	PO Box 33150	Denver	CO	80233	80233	Combined Trade & Professional Association	www.pathintl.org	Non Member - Company Prospect	1	DIS  - Disabled	D - $1 million but less than $5 million	237169769	19
"IndividualMember, Not OrgMember"	100043961	#N/A	Association Development Services	123 South Street # 112	Oyster Bay	NY	11771	11771	AMC (Association Management Company)	www.associationdev.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		10
"IndividualMember, Not OrgMember"	43826800	13588	National Automobile Dealers Association	412 First St SE 2nd Fl	Washington	DC	20003	20003	Combined Trade & Professional Association	www.nada.org	Non Member - Company Prospect	1	AUT  - Automobile/Automotive	B - $100 thousand but less than $500 thousand	530162520	7
"IndividualMember, Not OrgMember"	6659002	13625	American Academy of Family Physicians Foundation	11400 Tomahawk Creek Pkwy #440	Leawood	KS	66211-2672	66211	Association Foundations	www.aafpfoundation.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	446013671	12
"IndividualMember, Not OrgMember"	6437400	60842	New York State School Boards Association	24 Century Hill Dr #200	Latham	NY	12110-2125	12110	Trade Association	www.nyssba.org	Non Member - Company Prospect	3	EDU  - Education	E - $5 million but less than $10 million		55
"IndividualMember, Not OrgMember"	6413800	62842	Cable and Telecommunications Association for Marketing	120 Waterfront St #200	National Harbor	MD	20745	20745	Trade Association	www.ctam.com	Non Member - Company Prospect	1	COM  - Communications	F - $10 million but less than $25 million	541655735	35
"IndividualMember, Not OrgMember"	100071556	#N/A	Maricopa County Bar Association	303 East Palm Lane	Phoenix	AZ	85014	85014	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	100068983	#N/A	Surprise Regional Chamber of Commerce	16126 N. Civic Center Plaza	Surprise	AZ	85374	85374	Chamber of Commerce		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	100081427	#N/A	Elevate Management Company	"6600 City West Parkway, #300"	Eden Priarie	MN	55344	55344	AMC (Association Management Company)	www.elevateamc.com	Non Member - Company Prospect	1		U - Unknown		9
"IndividualMember, Not OrgMember"	22850800	#N/A	Community Associations Institute Greater Houston Chapter	9525 Katy Fwy St #325	Houston	TX	77024-1858	77024	Combined Trade & Professional Association	www.caihouston.org	Non Member - Company Prospect	1	OTH  - Other	B - $100 thousand but less than $500 thousand	760021732	2
"IndividualMember, Not OrgMember"	25598000	15361	Association of Organ Procurement Organizations	"8245 Boone Blvd, Suite 450,"	Vienna	VA	22182	22182	Trade Association	www.aopo.org	Non Member - Company Prospect	4	MED  - Medical/Medical Specialty	B - $100 thousand but less than $500 thousand	581652896	4
"IndividualMember, Not OrgMember"	6117400	60877	Virginia Recreation and Park Society	6372 Mechanicsville	Mechanicsville	VA	23111-4705	23111	Combined Trade & Professional Association	www.vrps.com	Non Member - Company Prospect	1	REC  - Recreation	B - $100 thousand but less than $500 thousand	541143230	4
"IndividualMember, Not OrgMember"	41856000	52840	Graduate Management Admission Council	11921 Freedom Dr #300	Reston	VA	20190-5670	20190	Professional Association	www.gmac.com	Non Member - Company Prospect	1	EDU  - Education	H - $50 million but less than $100 million	237084339	141
"IndividualMember, Not OrgMember"	6368000	9493	American Academy of Pediatric Dentistry	211 East Chicago Ave #1700	Chicago	IL	60611-2637	60611	Professional Association	www.aapd.org	Non Member - Company Prospect	3	DEN  - Dental	D - $1 million but less than $5 million	362686639	11
"IndividualMember, Not OrgMember"	100066063	#N/A	EGCG LLC.	2906 Grand Avenue	Middletown	OH	45044	45044	Trade Association	www.ecgc.com	Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	100082210	#N/A	Keystone Association Management	415 Market St.	Harrisburg	PA	17101	17101	AMC (Association Management Company)		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	24826000	52931	"International Light Transportation Vehicle Association, Inc."	Two Ravinia Dr #1200	Atlanta	GA	30346-2104	30346	Trade Association	www.iltva.org	Non Member - Company Prospect	1	MAF  - Manufacturers	B - $100 thousand but less than $500 thousand	592588747	1
"IndividualMember, Not OrgMember"	26300	49469	American Association of Endodontists	211 East Chicago Ave #1100	Chicago	IL	60611-2691	60611	Professional Association	www.aae.org	Non Member - Company Prospect	5	DEN  - Dental	E - $5 million but less than $10 million	236191090	31
"IndividualMember, Not OrgMember"	1520000	11065	Nebraska Farm Bureau Federation	5225 South 16th 	Lincoln	NE	68512	68512	Professional Association	www.fb.org.nefb	Non Member - Company Prospect	2	AGR  - Agriculture	D - $1 million but less than $5 million	470249020	20
"IndividualMember, Not OrgMember"	12519700	54902	Virginia Bar Association 	1111 E. Main St.	Richmond	VA	23219	23219	Professional Association		Non Member - Company Prospect	1	BAR  - Bar Association	C - $500 thousand but less than $1 million	540421162	9
"IndividualMember, Not OrgMember"	475200	50843	National Association of Concessionaires	180 N. Michigan Ave	Chicago	IL	60601-2201	60601	Trade Association	www.naconline.org	Non Member - Company Prospect	1	FOO - Food	C - $500 thousand but less than $1 million	362025658	4
"IndividualMember, Not OrgMember"	100065150	#N/A	Illinois Association of Chamber of Commerce Executives	53 Wienold Lane	Springfield	IL	62711	62711	Professional Association	www.iacce.org	Non Member - Company Prospect	1	BUS  - Business	U - Unknown		1
"IndividualMember, Not OrgMember"	94200	54994	Association of California School Administrators	1029 J St #500	Sacramento	CA	95814-4004	95814	Professional Association	www.acsa.org	Non Member - Company Prospect	1	EDU  - Education	F - $10 million but less than $25 million	941745199	70
"IndividualMember, Not OrgMember"	566200	61507	Offinger Management Company 	1100-H Brandywine Blvd	Zanesville	OH	43701-7303	43701	AMC (Association Management Company)	www.offinger.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		27
"IndividualMember, Not OrgMember"	417900	55500	Massachusetts Dental Society 	2 Willow St #200	Southborough	MA	01745-1027	1745	Professional Association	www.massdental.org	Non Member - Company Prospect	6	DEN  - Dental	E - $5 million but less than $10 million	41590155	40
"IndividualMember, Not OrgMember"	100010047	53849	Association of Educational Service Agencies	1023 Thomas Street	Ripon	WI	54971	54971	Trade Association	www.aesa.us	Non Member - Company Prospect	1		C - $500 thousand but less than $1 million	541691056	5
"IndividualMember, Not OrgMember"	25728800	51295	Pension Real Estate Association 	100 Pearl St 13th flr	Hartford	CT	6103	6103	Professional Association	www.prea.org	Non Member - Company Prospect	2	REA  - Real Estate	D - $1 million but less than $5 million	133120995	7
"IndividualMember, Not OrgMember"	689900	54872	State Bar of Georgia 	104 Marietta St NW #100	Atlanta	GA	30303-2943	30303	Professional Association	www.gabar.org	Non Member - Company Prospect	1	BAR  - Bar Association	E - $5 million but less than $10 million	200374170	75
"IndividualMember, Not OrgMember"	9123800	#N/A	American Institute of Architects Tampa Bay Chapter	1315 East 7th Avenue	Tampa	FL	33605	33605	Professional Association	www.aiatampabay.com	Non Member - Company Prospect	1	ARC  - Architecture	B - $100 thousand but less than $500 thousand	592149693	2
"IndividualMember, Not OrgMember"	768300	56111	Washington State Veterinary Medical Association	8024 Bracken Place SE	Snoqulamie	WA	98065	98065	Professional Association	www.wsvma.org	Non Member - Company Prospect	1	VET  - Veterinary	C - $500 thousand but less than $1 million	910667672	3
"IndividualMember, Not OrgMember"	18700	54090	Alpha Kappa Psi Professional Business Fraternity	7801 East 88th St	Indianapolis	IN	46256-1233	46256	Professional Association	www.akpsi.com	Non Member - Company Prospect	3	CLU  - Clubs/Fraternal Organizations	D - $1 million but less than $5 million	352018908	11
"IndividualMember, Not OrgMember"	6408800	#N/A	CMA Credit Management Association	111 North Maryland Ave.	Glendale	CA	91206	91206	Trade Association	www.cmaccom.com	Non Member - Company Prospect	1	FIN  - Finance	E - $5 million but less than $10 million	952146019	80
"IndividualMember, Not OrgMember"	21720000	67655	Association for Cooperative Operations Research and Development	1 Blue Hill Plaza	Pearl River	NY	10965-8529	10965	Combined Trade & Professional Association	www.acord.org	Non Member - Company Prospect	1	INS  - Insurance Industry	F - $10 million but less than $25 million	132940919	60
"IndividualMember, Not OrgMember"	100079076	54229	Government Finance Officers Association	203 N. LaSalle Street	Chicagoa	IL	60601-1210	60601	Professional Association		Non Member - Company Prospect	1		U - Unknown		55
"IndividualMember, Not OrgMember"	1471200	#N/A	Emerald Coast Association of Realtors	10 Hollywood Blvd SE	Fort Walton Beach	FL	32548-4997	32548	Professional Association	www.emeraldcoastrealtors.com	Non Member - Company Prospect	1	REA  - Real Estate	D - $1 million but less than $5 million	237420154	5
"IndividualMember, Not OrgMember"	6143900	86698	Delta Tau Delta Fraternity 	10000 Allisonville Rd	Fishers	IN	46038	46038	Professional Association	www.delts.org	Non Member - Company Prospect	1	CLU  - Clubs/Fraternal Organizations	D - $1 million but less than $5 million	350267650	22
"IndividualMember, Not OrgMember"	100078955	38013	Alliance for Regenerative Medicine	525 Second Street NE	Washington	DC	20002	20002	Trade Association	www.alliancerm.org	Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	2908200	10712	"Michigan Health and Hospital Association, MHA Health Foundation"	110 W. Michigan Ave.	Lansing	MI	48933	48933	Association Foundations	www.mha.org	Non Member - Company Prospect	1	HEA  - Health Care	D - $1 million but less than $5 million	386091188	29
"IndividualMember, Not OrgMember"	366500	54262	International Society of Arboriculture	2101 West Park Ct	Champaign	IL	61821-2986	61821	Professional Association	www.isa-arbor.com	Non Member - Company Prospect	6	PLA  - Plants/Flowers	E - $5 million but less than $10 million	371004119	15
"IndividualMember, Not OrgMember"	100055646	#N/A	Conquer Cancer Foundation of the ASCO	2318 Mill Road #800	Alexandria	VA	22314	22314	Philanthropic/Non-Profit/Charitable/Foundation Org	www.conquercancerfoundation.org	Non Member - Company Prospect	1		U - Unknown	311667995	0
"IndividualMember, Not OrgMember"	100079882	54433	American Association for Physician Leadership	"400 N. Ashley Drive, Ste 400"	Tampa	FL	33602	33602	Professional Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	100064321	53550	International Council On Systems Engineering	7670 OPPORTUNITY ROAD	SAN DIEGO	CA	92111-2274	92111	Professional Association	www.incose.org	Non Member - Company Prospect	1		U - Unknown	770294074	5
"IndividualMember, Not OrgMember"	484100	91955	Plumbing-Heating-Cooling Contractors Association	180 South Washington St	Falls Church	VA	22046	22046	Trade Association	www.phccweb.org	Non Member - Company Prospect	3	CNT  - Construction/Contractors	D - $1 million but less than $5 million	530114670	25
"IndividualMember, Not OrgMember"	803600	49915	Association for Behavioral and Cognitive Therapies	305 Seventh Ave #16A	New York	NY	10001-6008	10001	Professional Association	www.abct.org	Non Member - Company Prospect	2	HEA  - Health Care	D - $1 million but less than $5 million	132731876	8
"IndividualMember, Not OrgMember"	50343800	63996	Missouri Primary Care Association 	3325 Emerald Ln	Jefferson City	MO	65109	65109	Trade Association	www.mo-pca.org	Non Member - Company Prospect	2	HEA  - Health Care	A - Less than $100 thousand	431419937	19
"IndividualMember, Not OrgMember"	533400	20716	Navy League of the United States	2300 Wilson Blvd #200	Arlington	VA	22201-3308	22201	Combined Trade & Professional Association	www.navyleague.org	Non Member - Company Prospect	1	MIL  - Military and Firearms	E - $5 million but less than $10 million	530116710	40
"IndividualMember, Not OrgMember"	688700	#N/A	The Electrical Board of Missouri and Illinois	900 South Highway Dr #306	Fenton	MO	63026	63026	Trade Association	www.electricalboard.org	Non Member - Company Prospect	1	ELC  - Electronics/Elec. Distributors	B - $100 thousand but less than $500 thousand	431602275	2
"IndividualMember, Not OrgMember"	100067285	#N/A	J3 Consulting	3921 Sunrise Dr	Kansas City	MO	64123	64123	AMC (Association Management Company)		Non Member - Company Prospect	1	AMC  - Association Management Companies	U - Unknown		0
"IndividualMember, Not OrgMember"	34264300	53125	American Academy of State Certified Appraisers	1438 West Main St	Ephrata	PA	17522-1345	17522	Professional Association		Non Member - Company Prospect	1	APR  - Appraisers	B - $100 thousand but less than $500 thousand		1
"IndividualMember, Not OrgMember"	100070200	22109	Renewable Fuels Association	"425 Third Street, SW"	Washington	DC	20024	20024	Trade Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	6242600	3970	National Air Transportation Association	818 Connecticut Ave NW	Washington	DC	20006	20006	Professional Association	www.nata.aero	Non Member - Company Prospect	1	AER  - Aeronautics	E - $5 million but less than $10 million	530238820	18
"IndividualMember, Not OrgMember"	59600	18154	American Public Transportation Association	1300 I St NW Suite 1200 East	Washington	DC	20005	20005	Trade Association	www.apta.com	Non Member - Company Prospect	12	TRA  - Transportation	F - $10 million but less than $25 million	521007647	71
"IndividualMember, Not OrgMember"	738400	51761	Wire Association International Inc	71 Bradley Road	Madison	CT	6443	6443	Professional Association	www.wirenet.org	Non Member - Company Prospect	1	ENG  - Engineering	F - $10 million but less than $25 million	66060608	20
"IndividualMember, Not OrgMember"	6371800	55329	Massachusetts Association of Insurance Agents	91 Cedar St	Milford	MA	01757-1178	1757	Trade Association	www.massagent.com	Non Member - Company Prospect	3	INS  - Insurance Industry	E - $5 million but less than $10 million	43172159	31
"IndividualMember, Not OrgMember"	248900	50371	EMDA	Box 1347	Iowa City	IA	52244	52244	Philanthropic/Non-Profit/Charitable/Foundation Org	www.emda.net	Non Member - Company Prospect	1	DST  - Distributors/Wholesalers	B - $100 thousand but less than $500 thousand	410741733	1
"IndividualMember, Not OrgMember"	100053867	96095	IT Alliance for Public Sector	1101 K Street NW	Washington	DC	20005	20005	Trade Association	www.itic.org	Non Member - Company Prospect	1		U - Unknown		40
"IndividualMember, Not OrgMember"	7695000	21581	American Music Therapy Association	8455 Colesville Rd #1000	Silver Spring	MD	20910-3319	20910	Professional Association	www.musictherapy.org	Non Member - Company Prospect	1	HEA  - Health Care	D - $1 million but less than $5 million	486107868	10
"IndividualMember, Not OrgMember"	6513200	54952	"American Institute of Architects, Iowa Chapter"	400 Locust St.	Des Moines	IA	50309	50309	Professional Association	www.AIAIowa.org	Non Member - Company Prospect	1	ARC  - Architecture	B - $100 thousand but less than $500 thousand	420920934	6
"IndividualMember, Not OrgMember"	100014881	#N/A	MJM Services	1120 Chester Ave #470	Cleveland	OH	44114	44114	AMC (Association Management Company)	www.mjmservices.org	Non Member - Company Prospect	1	AMC  - Association Management Companies	E - $5 million but less than $10 million		8
"IndividualMember, Not OrgMember"	100080234	52422	The Women's Jewelry Association	82 Washington Street	Poughkeepsie	NY	12601	12601	Trade Association		Non Member - Company Prospect	1	OTH  - Other	U - Unknown		3
"IndividualMember, Not OrgMember"	41002500	60202	LeadingAge Oklahoma	PO Box 1383	El Reno	OK	73036-1383	73036	Trade Association	www.leadingageok.org	Non Member - Company Prospect	1	PUB  - Public Service	A - Less than $100 thousand	731485932	2
"IndividualMember, Not OrgMember"	40980000	63605	Association of California Nurse Leaders	3835 North Freeway Blvd #120	Sacramento	CA	95834	95834	Professional Association	www.acnl.org	Non Member - Company Prospect	1	NUR  - Nursing	C - $500 thousand but less than $1 million	942910850	2
"IndividualMember, Not OrgMember"	7059000	62716	Professional Insurance Agents of Louisiana	8064 Summa Ave #C	Baton Rouge	LA	70809-3423	70809	Professional Association	www.piaoflouisiana.com	Non Member - Company Prospect	1	INS  - Insurance Industry	C - $500 thousand but less than $1 million	720433572	4
